Itinerary,Total Amount,Carrier,Brand Name,Carry On Allowance,Checked Bag Allowance,Seat Selection,Cancellation,Advance Change,Seat Pitch,Seat Type,Direct Aisle Access,Portion Shelves,wifis_quality,fresh_foods_quality
IAD/20200801 15:20/UA3637/OP UA3637/Y/20200801 16:31/ORD-UA SAA2AKBN EOU PUBLIC,167.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31,standard legroom,no,ONE(0),standard,standard,
IAD/20200802 15:20/UA3637/OP UA3637/Y/20200802 16:31/ORD-UA SAA2AKBN EOU PUBLIC,167.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31,standard legroom,no,ONE(0),standard,standard,
IAD/20200729 17:40/UA0210/OP UA0210/Y/20200729 18:55/ORD-UA SAA2AKBN EOU PUBLIC,167.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30,standard legroom,no,ONE(0),better,standard,
IAD/20200730 17:40/UA0210/OP UA0210/Y/20200730 18:55/ORD-UA SAA2AKBN EOU PUBLIC,167.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30,standard legroom,no,ONE(0),better,standard,
IAD/20200731 17:40/UA0210/OP UA0210/Y/20200731 18:55/ORD-UA SAA2AKBN EOU PUBLIC,167.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30,standard legroom,no,ONE(0),better,standard,
IAD/20200801 07:15/UA2483/OP UA2483/Y/20200801 08:10/ORD-UA SAA2AKBN EOU PUBLIC,167.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30,standard legroom,no,ONE(0),standard,standard,
IAD/20200802 07:15/UA2483/OP UA2483/Y/20200802 08:10/ORD-UA SAA2AKBN EOU PUBLIC,167.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30,standard legroom,no,ONE(0),standard,standard,
IAD/20200801 17:40/UA0210/OP UA0210/Y/20200801 18:55/ORD-UA SAA2AKBN EOU PUBLIC,167.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30,standard legroom,no,ONE(0),better,standard,
IAD/20200802 17:40/UA0210/OP UA0210/Y/20200802 18:55/ORD-UA SAA2AKBN EOU PUBLIC,167.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30,standard legroom,no,ONE(0),better,standard,
IAD/20200802 11:15/UA3522/OP UA3522/Y/20200802 12:31/ORD-UA SAA2AKBN EOU PUBLIC,167.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31,standard legroom,no,ONE(0),standard,standard,
IAD/20200802 11:00/UA3513/OP UA3513/Y/20200802 11:52/BNA~BNA/20200802 14:45/UA5228/OP UA5228/Y/20200802 16:43/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~standard,
IAD/20200730 10:30/UA3520/OP UA3520/Y/20200730 12:08/IND~IND/20200730 13:00/UA3754/OP UA3754/Y/20200730 13:09/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),standard~n/a,standard~standard,
IAD/20200801 10:30/UA3520/OP UA3520/Y/20200801 12:08/IND~IND/20200801 13:00/UA3754/OP UA3754/Y/20200801 13:09/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),standard~n/a,standard~standard,
IAD/20200802 10:30/UA3520/OP UA3520/Y/20200802 12:08/IND~IND/20200802 13:00/UA3754/OP UA3754/Y/20200802 13:09/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),standard~n/a,standard~standard,
IAD/20200729 10:30/UA3520/OP UA3520/Y/20200729 12:08/IND~IND/20200729 13:00/UA3754/OP UA3754/Y/20200729 13:09/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),standard~n/a,standard~standard,
IAD/20200731 10:30/UA3520/OP UA3520/Y/20200731 12:08/IND~IND/20200731 13:00/UA3754/OP UA3754/Y/20200731 13:09/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),standard~n/a,standard~standard,
IAD/20200730 10:45/UA0402/OP UA0402/Y/20200730 13:05/MCO~MCO/20200730 14:40/UA0587/OP UA0587/Y/20200730 16:40/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),better~better,standard~standard,
IAD/20200801 10:45/UA0402/OP UA0402/Y/20200801 13:05/MCO~MCO/20200801 14:40/UA0587/OP UA0587/Y/20200801 16:40/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),better~better,standard~standard,
IAD/20200802 10:45/UA0402/OP UA0402/Y/20200802 13:05/MCO~MCO/20200802 14:40/UA0587/OP UA0587/Y/20200802 16:40/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),better~better,standard~standard,
IAD/20200729 10:45/UA0402/OP UA0402/Y/20200729 13:05/MCO~MCO/20200729 14:40/UA0587/OP UA0587/Y/20200729 16:40/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),better~better,standard~standard,
IAD/20200731 10:45/UA0402/OP UA0402/Y/20200731 13:05/MCO~MCO/20200731 14:40/UA0587/OP UA0587/Y/20200731 16:40/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),better~better,standard~standard,
IAD/20200729 10:45/UA0402/OP UA0402/Y/20200729 13:05/MCO~MCO/20200729 16:30/UA1500/OP UA1500/Y/20200729 18:30/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),better~better,standard~standard,
IAD/20200801 10:45/UA0402/OP UA0402/Y/20200801 13:05/MCO~MCO/20200801 16:30/UA1500/OP UA1500/Y/20200801 18:30/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),better~better,standard~standard,
IAD/20200730 10:45/UA0402/OP UA0402/Y/20200730 13:05/MCO~MCO/20200730 16:30/UA1500/OP UA1500/Y/20200730 18:30/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),better~better,standard~standard,
IAD/20200731 10:45/UA0402/OP UA0402/Y/20200731 13:05/MCO~MCO/20200731 16:30/UA1500/OP UA1500/Y/20200731 18:30/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),better~better,standard~standard,
IAD/20200802 10:45/UA0402/OP UA0402/Y/20200802 13:05/MCO~MCO/20200802 16:30/UA1500/OP UA1500/Y/20200802 18:30/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),better~better,standard~standard,
IAD/20200801 07:45/DL2226/OP DL2226/Y/20200801 09:34/ATL~ATL/20200801 10:50/DL1852/OP DL1852/Y/20200801 11:54/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~standard,
IAD/20200801 11:50/DL2224/OP DL2224/Y/20200801 13:46/ATL~ATL/20200801 15:03/DL1831/OP DL1831/Y/20200801 16:12/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200802 19:40/DL3023/OP DL3023/Y/20200802 21:37/ATL~ATL/20200802 22:55/DL2061/OP DL2061/Y/20200802 23:55/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200730 17:05/DL0746/OP DL0746/Y/20200730 18:47/ATL~ATL/20200730 19:57/DL1763/OP DL1763/Y/20200730 20:55/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200731 17:05/DL0746/OP DL0746/Y/20200731 18:47/ATL~ATL/20200731 19:57/DL1763/OP DL1763/Y/20200731 20:55/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200729 07:00/DL2226/OP DL2226/Y/20200729 08:43/ATL~ATL/20200729 11:23/DL1708/OP DL1708/Y/20200729 12:20/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~standard,
IAD/20200730 07:00/DL2226/OP DL2226/Y/20200730 08:43/ATL~ATL/20200730 11:23/DL1708/OP DL1708/Y/20200730 12:20/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~standard,
IAD/20200731 07:00/DL2226/OP DL2226/Y/20200731 08:43/ATL~ATL/20200731 11:23/DL1708/OP DL1708/Y/20200731 12:20/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~standard,
IAD/20200729 17:05/DL0746/OP DL0746/Y/20200729 18:47/ATL~ATL/20200729 19:57/DL1763/OP DL1763/Y/20200729 20:55/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200801 17:55/DL2340/OP DL2340/Y/20200801 20:08/ATL~ATL/20200801 21:20/DL1515/OP DL1515/Y/20200801 22:24/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200802 11:50/DL2224/OP DL2224/Y/20200802 13:46/ATL~ATL/20200802 15:03/DL1831/OP DL1831/Y/20200802 16:20/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200802 15:25/DL2981/OP DL2981/Y/20200802 17:31/ATL~ATL/20200802 19:15/DL1864/OP DL1864/Y/20200802 20:35/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~standard,
IAD/20200802 17:55/DL2340/OP DL2340/Y/20200802 20:08/ATL~ATL/20200802 21:20/DL1515/OP DL1515/Y/20200802 22:30/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200730 17:05/DL0746/OP DL0746/Y/20200730 18:47/ATL~ATL/20200730 21:56/DL0762/OP DL0762/Y/20200730 22:55/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200731 17:05/DL0746/OP DL0746/Y/20200731 18:47/ATL~ATL/20200731 21:56/DL0762/OP DL0762/Y/20200731 22:55/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200729 14:30/DL0733/OP DL0733/Y/20200729 16:10/ATL~ATL/20200729 19:57/DL1763/OP DL1763/Y/20200729 20:55/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200731 14:30/DL0733/OP DL0733/Y/20200731 16:10/ATL~ATL/20200731 19:57/DL1763/OP DL1763/Y/20200731 20:55/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200729 17:05/DL0746/OP DL0746/Y/20200729 18:47/ATL~ATL/20200729 21:56/DL0762/OP DL0762/Y/20200729 22:55/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200801 05:45/DL2516/OP DL2516/Y/20200801 07:23/ATL~ATL/20200801 08:46/DL1842/OP DL1842/Y/20200801 09:50/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~standard,standard~standard,
IAD/20200801 17:55/DL2340/OP DL2340/Y/20200801 20:08/ATL~ATL/20200801 22:55/DL2061/OP DL2061/Y/20200801 23:55/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200802 05:45/DL2516/OP DL2516/Y/20200802 07:23/ATL~ATL/20200802 08:46/DL1842/OP DL1842/Y/20200802 09:50/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~standard,standard~standard,
IAD/20200802 13:25/DL2090/OP DL2090/Y/20200802 15:29/ATL~ATL/20200802 16:44/DL1835/OP DL1835/Y/20200802 18:05/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~standard,
IAD/20200802 15:25/DL2981/OP DL2981/Y/20200802 17:31/ATL~ATL/20200802 21:20/DL1515/OP DL1515/Y/20200802 22:30/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200802 17:55/DL2340/OP DL2340/Y/20200802 20:08/ATL~ATL/20200802 22:55/DL2061/OP DL2061/Y/20200802 23:55/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200801 05:45/DL2516/OP DL2516/Y/20200801 07:23/ATL~ATL/20200801 10:50/DL1852/OP DL1852/Y/20200801 11:54/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~standard,standard~standard,
IAD/20200802 05:45/DL2516/OP DL2516/Y/20200802 07:23/ATL~ATL/20200802 09:46/DL3124/OP DL3124/Y/20200802 10:50/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~standard,standard~standard,
IAD/20200730 14:30/DL0733/OP DL0733/Y/20200730 16:10/ATL~ATL/20200730 19:57/DL1763/OP DL1763/Y/20200730 20:55/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200801 13:25/DL2090/OP DL2090/Y/20200801 15:29/ATL~ATL/20200801 17:54/DL3059/OP DL3059/Y/20200801 19:11/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~standard,
IAD/20200729 10:55/DL1009/OP DL1009/Y/20200729 12:31/ATL~ATL/20200729 15:40/DL1894/OP DL1894/Y/20200729 16:40/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200730 10:55/DL1009/OP DL1009/Y/20200730 12:31/ATL~ATL/20200730 15:40/DL1894/OP DL1894/Y/20200730 16:40/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200731 10:55/DL1009/OP DL1009/Y/20200731 12:31/ATL~ATL/20200731 15:40/DL1894/OP DL1894/Y/20200731 16:40/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200801 07:45/DL2226/OP DL2226/Y/20200801 09:34/ATL~ATL/20200801 12:05/DL1921/OP DL1921/Y/20200801 13:18/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~standard,
IAD/20200802 11:50/DL2224/OP DL2224/Y/20200802 13:46/ATL~ATL/20200802 16:44/DL1835/OP DL1835/Y/20200802 18:05/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~standard,
IAD/20200802 13:25/DL2090/OP DL2090/Y/20200802 15:29/ATL~ATL/20200802 17:54/DL3059/OP DL3059/Y/20200802 19:19/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~standard,
IAD/20200802 07:45/DL2226/OP DL2226/Y/20200802 09:34/ATL~ATL/20200802 12:05/DL1921/OP DL1921/Y/20200802 13:23/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~standard,
IAD/20200802 13:25/DL2090/OP DL2090/Y/20200802 15:29/ATL~ATL/20200802 19:15/DL1864/OP DL1864/Y/20200802 20:35/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~standard,
IAD/20200801 10:35/UA6065/OP UA6065/Y/20200801 11:47/CLE~CLE/20200801 12:30/UA0242/OP UA0242/Y/20200801 12:53/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),standard~better,standard~standard,
