Itinerary,Total Amount,Carrier,Brand Name,Carry On Allowance,Checked Bag Allowance,Seat Selection,Cancellation,Advance Change,Seat Pitch,Seat Type,Direct Aisle Access,Portion Shelves,wifis_quality,fresh_foods_quality
DCA/20200728 06:30/UA5659/OP UA5659/Y/20200728 08:43/IAH~IAH/20200728 09:55/UA0707/OP UA0707/Y/20200728 11:52/SJD-UA TNA7A3DN SIP PUBLIC,306.00 USD,UA,ECONOMY,1 free & personal item,1st for USD35  - 2nd for USD60,Anytime,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~n/a,
DCA/20200729 06:30/UA5659/OP UA5659/Y/20200729 08:43/IAH~IAH/20200729 09:55/UA0707/OP UA0707/Y/20200729 11:52/SJD-UA TNA7A3DN SIP PUBLIC,306.00 USD,UA,ECONOMY,1 free & personal item,1st for USD35  - 2nd for USD60,Anytime,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~n/a,
DCA/20200730 06:30/UA5659/OP UA5659/Y/20200730 08:43/IAH~IAH/20200730 09:55/UA0707/OP UA0707/Y/20200730 11:52/SJD-UA TNA7A3DN SIP PUBLIC,306.00 USD,UA,ECONOMY,1 free & personal item,1st for USD35  - 2nd for USD60,Anytime,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~n/a,
DCA/20200731 06:30/UA5659/OP UA5659/Y/20200731 08:43/IAH~IAH/20200731 09:55/UA0707/OP UA0707/Y/20200731 11:52/SJD-UA TNA7A3DN SIP PUBLIC,306.00 USD,UA,ECONOMY,1 free & personal item,1st for USD35  - 2nd for USD60,Anytime,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~n/a,
DCA/20200801 06:30/UA5659/OP UA5659/Y/20200801 08:43/IAH~IAH/20200801 09:55/UA0707/OP UA0707/Y/20200801 11:52/SJD-UA TNA7A3DN SIP PUBLIC,306.00 USD,UA,ECONOMY,1 free & personal item,1st for USD35  - 2nd for USD60,Anytime,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~n/a,
DCA/20200727 06:30/UA5659/OP UA5659/Y/20200727 08:43/IAH~IAH/20200727 09:55/UA0707/OP UA0707/Y/20200727 11:52/SJD-UA TNA3A3BN EOU PUBLIC,316.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD60,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~n/a,
DCA/20200728 06:30/UA5659/OP UA5659/Y/20200728 08:43/IAH~IAH/20200728 09:55/UA0707/OP UA0707/Y/20200728 11:52/SJD-UA TNA3A3BN EOU PUBLIC,316.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD60,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~n/a,
DCA/20200729 06:30/UA5659/OP UA5659/Y/20200729 08:43/IAH~IAH/20200729 09:55/UA0707/OP UA0707/Y/20200729 11:52/SJD-UA TNA3A3BN EOU PUBLIC,316.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD60,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~n/a,
DCA/20200730 06:30/UA5659/OP UA5659/Y/20200730 08:43/IAH~IAH/20200730 09:55/UA0707/OP UA0707/Y/20200730 11:52/SJD-UA TNA3A3BN EOU PUBLIC,316.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD60,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~n/a,
DCA/20200731 06:30/UA5659/OP UA5659/Y/20200731 08:43/IAH~IAH/20200731 09:55/UA0707/OP UA0707/Y/20200731 11:52/SJD-UA TNA3A3BN EOU PUBLIC,316.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD60,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~n/a,
DCA/20200801 06:30/UA5659/OP UA5659/Y/20200801 08:43/IAH~IAH/20200801 09:55/UA0707/OP UA0707/Y/20200801 11:52/SJD-UA TNA3A3BN EOU PUBLIC,316.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD60,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~n/a,
DCA/20200729 06:30/UA5659/OP UA5659/Y/20200729 08:43/IAH~IAH/20200729 09:55/UA0707/OP UA0707/Y/20200729 11:52/SJD-UA SNA2A9BN EOU PUBLIC,344.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD60,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~n/a,
DCA/20200730 06:30/UA5659/OP UA5659/Y/20200730 08:43/IAH~IAH/20200730 09:55/UA0707/OP UA0707/Y/20200730 11:52/SJD-UA SNA2A9BN EOU PUBLIC,344.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD60,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~n/a,
DCA/20200731 06:30/UA5659/OP UA5659/Y/20200731 08:43/IAH~IAH/20200731 09:55/UA0707/OP UA0707/Y/20200731 11:52/SJD-UA SNA2A9BN EOU PUBLIC,344.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD60,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~n/a,
DCA/20200801 06:30/UA5659/OP UA5659/Y/20200801 08:43/IAH~IAH/20200801 09:55/UA0707/OP UA0707/Y/20200801 11:52/SJD-UA SNA2A9BN EOU PUBLIC,344.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD60,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~n/a,
IAD/20200801 07:30/DL0860/OP DL0860/Y/20200801 10:03/SLC~SLC/20200801 11:17/DL0734/OP DL0734/Y/20200801 14:20/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),better~better,standard~standard,
DCA/20200730 07:00/DL2049/OP DL2049/Y/20200730 08:44/ATL~ATL/20200730 09:46/DL0389/OP DL0389/Y/20200730 11:40/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),better~better,standard~standard,
DCA/20200731 07:00/DL2049/OP DL2049/Y/20200731 08:44/ATL~ATL/20200731 09:46/DL0389/OP DL0389/Y/20200731 11:40/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),better~better,standard~standard,
DCA/20200801 08:00/DL2211/OP DL2211/Y/20200801 09:53/ATL~ATL/20200801 11:25/DL0341/OP DL0341/Y/20200801 13:29/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),better~better,standard~standard,
DCA/20200801 06:59/DL2049/OP DL2049/Y/20200801 08:59/ATL~ATL/20200801 09:45/DL0389/OP DL0389/Y/20200801 11:49/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),better~better,standard~standard,
DCA/20200802 06:59/DL2049/OP DL2049/Y/20200802 08:59/ATL~ATL/20200802 09:45/DL0389/OP DL0389/Y/20200802 11:49/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),better~better,standard~standard,
DCA/20200801 06:00/DL2333/OP DL2333/Y/20200801 07:45/ATL~ATL/20200801 09:45/DL0389/OP DL0389/Y/20200801 11:49/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),better~better,standard~standard,
DCA/20200802 06:00/DL2333/OP DL2333/Y/20200802 07:45/ATL~ATL/20200802 09:45/DL0389/OP DL0389/Y/20200802 11:49/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),better~better,standard~standard,
DCA/20200801 06:59/DL2049/OP DL2049/Y/20200801 08:59/ATL~ATL/20200801 11:25/DL0341/OP DL0341/Y/20200801 13:29/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),better~better,standard~standard,
DCA/20200801 06:00/DL2333/OP DL2333/Y/20200801 07:45/ATL~ATL/20200801 11:25/DL0341/OP DL0341/Y/20200801 13:29/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),better~better,standard~standard,
DCA/20200802 20:12/DL2363/OP DL2363/Y/20200802 21:55/DTW~DTW/20200803 08:59/DL0557/OP DL0557/Y/20200803 12:20/MEX~MEX/20200803 15:45/DL8105/OP AM0274/Y/20200803 17:00/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 20:12/DL2363/OP DL2363/Y/20200802 21:55/DTW~DTW/20200803 08:59/DL0557/OP DL0557/Y/20200803 12:20/MEX~MEX/20200803 17:15/DL7993/OP AM0382/Y/20200803 18:41/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 20:12/DL2363/OP DL2363/Y/20200802 21:55/DTW~DTW/20200803 08:59/DL0557/OP DL0557/Y/20200803 12:20/MEX~MEX/20200804 11:40/DL9051/OP AM0272/Y/20200804 13:03/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200729 06:15/DL2644/OP DL2644/Y/20200729 07:36/DTW~DTW/20200729 09:00/DL0557/OP DL0557/Y/20200729 12:15/MEX~MEX/20200729 15:45/DL8105/OP AM0274/Y/20200729 17:00/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200731 06:15/DL2644/OP DL2644/Y/20200731 07:36/DTW~DTW/20200731 09:00/DL0557/OP DL0557/Y/20200731 12:15/MEX~MEX/20200731 15:45/DL8105/OP AM0274/Y/20200731 17:00/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 20:12/DL2363/OP DL2363/Y/20200802 21:55/DTW~DTW/20200803 08:59/DL0557/OP DL0557/Y/20200803 12:20/MEX~MEX/20200803 15:45/AM0274/OP AM0274/Y/20200803 17:00/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 20:12/DL2363/OP DL2363/Y/20200802 21:55/DTW~DTW/20200803 08:59/DL0557/OP DL0557/Y/20200803 12:20/MEX~MEX/20200803 17:15/AM0382/OP AM0382/Y/20200803 18:41/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 20:12/DL2363/OP DL2363/Y/20200802 21:55/DTW~DTW/20200803 08:59/DL0557/OP DL0557/Y/20200803 12:20/MEX~MEX/20200804 07:00/AM0270/OP AM0270/Y/20200804 08:30/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 20:12/DL2363/OP DL2363/Y/20200802 21:55/DTW~DTW/20200803 08:59/DL0557/OP DL0557/Y/20200803 12:20/MEX~MEX/20200804 11:40/AM0272/OP AM0272/Y/20200804 13:03/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200729 06:15/DL2644/OP DL2644/Y/20200729 07:36/DTW~DTW/20200729 09:00/DL0557/OP DL0557/Y/20200729 12:15/MEX~MEX/20200729 15:45/AM0274/OP AM0274/Y/20200729 17:00/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200731 06:15/DL2644/OP DL2644/Y/20200731 07:36/DTW~DTW/20200731 09:00/DL0557/OP DL0557/Y/20200731 12:15/MEX~MEX/20200731 15:45/AM0274/OP AM0274/Y/20200731 17:00/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 20:06/DL2093/OP DL2093/Y/20200802 22:06/ATL~ATL/20200803 08:26/DL0334/OP DL0334/Y/20200803 10:55/MEX~MEX/20200803 15:45/AM0274/OP AM0274/Y/20200803 17:00/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 20:06/DL2093/OP DL2093/Y/20200802 22:06/ATL~ATL/20200803 09:56/DL0363/OP DL0363/Y/20200803 12:30/MEX~MEX/20200803 15:45/AM0274/OP AM0274/Y/20200803 17:00/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
