Itinerary,Total Amount,Carrier,Brand Name,Carry On Allowance,Checked Bag Allowance,Seat Selection,Cancellation,Advance Change,Seat Pitch,Seat Type,Direct Aisle Access,Portion Shelves,wifis_quality,fresh_foods_quality
DCA/20200801 14:55/DL5188/OP DL5188/Y/20200801 16:29/JFK-DL XAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200802 14:55/DL5188/OP DL5188/Y/20200802 16:29/JFK-DL XAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200801 18:10/DL5060/OP DL5060/Y/20200801 19:49/JFK-DL XAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200802 06:00/DL2796/OP DL2796/Y/20200802 07:18/JFK-DL XAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),better,standard,
DCA/20200802 09:40/DL5857/OP DL5857/Y/20200802 11:03/JFK-DL XAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200802 11:34/DL5614/OP DL5614/Y/20200802 12:49/JFK-DL XAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200802 18:15/DL5060/OP DL5060/Y/20200802 19:53/JFK-DL XAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200730 18:00/UA3475/OP UA3475/Y/20200730 19:13/EWR-UA KAA2AFBN EOU PUBLIC,92.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31,standard legroom,no,ONE(0),standard,standard,
DCA/20200802 18:00/UA3475/OP UA3475/Y/20200802 19:13/EWR-UA KAA2AFBN EOU PUBLIC,92.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31,standard legroom,no,ONE(0),standard,standard,
DCA/20200730 12:45/UA3497/OP UA3497/Y/20200730 13:57/EWR-UA KAA2AFBN EOU PUBLIC,92.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31,standard legroom,no,ONE(0),standard,standard,
DCA/20200801 08:00/UA3486/OP UA3486/Y/20200801 09:12/EWR-UA KAA2AFBN EOU PUBLIC,92.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31,standard legroom,no,ONE(0),standard,standard,
DCA/20200802 08:00/UA3486/OP UA3486/Y/20200802 09:12/EWR-UA KAA2AFBN EOU PUBLIC,92.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31,standard legroom,no,ONE(0),standard,standard,
DCA/20200801 12:45/UA3497/OP UA3497/Y/20200801 13:57/EWR-UA KAA2AFBN EOU PUBLIC,92.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31,standard legroom,no,ONE(0),standard,standard,
DCA/20200802 12:45/UA3497/OP UA3497/Y/20200802 13:57/EWR-UA KAA2AFBN EOU PUBLIC,92.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31,standard legroom,no,ONE(0),standard,standard,
IAD/20200730 10:30/UA3519/OP UA3519/Y/20200730 11:36/EWR-UA KAA2AFBN EOU PUBLIC,92.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31,standard legroom,no,ONE(0),standard,standard,
IAD/20200731 10:30/UA3519/OP UA3519/Y/20200731 11:36/EWR-UA KAA2AFBN EOU PUBLIC,92.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31,standard legroom,no,ONE(0),standard,standard,
IAD/20200730 17:40/UA0395/OP UA0395/Y/20200730 18:52/EWR-UA KAA2AFBN EOU PUBLIC,92.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30,standard legroom,no,ONE(0),better,standard,
IAD/20200729 17:40/UA0395/OP UA0395/Y/20200729 18:52/EWR-UA KAA2AFBN EOU PUBLIC,92.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30,standard legroom,no,ONE(0),better,standard,
IAD/20200731 17:40/UA0395/OP UA0395/Y/20200731 18:52/EWR-UA KAA2AFBN EOU PUBLIC,92.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30,standard legroom,no,ONE(0),better,standard,
IAD/20200729 10:30/UA3519/OP UA3519/Y/20200729 11:36/EWR-UA KAA2AFBN EOU PUBLIC,92.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31,standard legroom,no,ONE(0),standard,standard,
IAD/20200801 10:30/UA3519/OP UA3519/Y/20200801 11:36/EWR-UA KAA2AFBN EOU PUBLIC,92.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31,standard legroom,no,ONE(0),standard,standard,
IAD/20200801 17:40/UA0395/OP UA0395/Y/20200801 18:52/EWR-UA KAA2AFBN EOU PUBLIC,92.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30,standard legroom,no,ONE(0),better,standard,
IAD/20200802 17:40/UA0395/OP UA0395/Y/20200802 18:52/EWR-UA KAA2AFBN EOU PUBLIC,92.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30,standard legroom,no,ONE(0),better,standard,
IAD/20200802 10:30/UA3519/OP UA3519/Y/20200802 11:36/EWR-UA KAA2AFBN EOU PUBLIC,92.50 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31,standard legroom,no,ONE(0),standard,standard,
DCA/20200729 11:00/DL5594/OP DL5594/Y/20200729 12:11/LGA-DL UAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200730 11:00/DL5594/OP DL5594/Y/20200730 12:11/LGA-DL UAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200731 11:00/DL5594/OP DL5594/Y/20200731 12:11/LGA-DL UAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200729 18:00/DL5668/OP DL5668/Y/20200729 19:16/LGA-DL UAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200730 18:00/DL5668/OP DL5668/Y/20200730 19:16/LGA-DL UAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200731 18:00/DL5668/OP DL5668/Y/20200731 19:16/LGA-DL UAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200729 07:00/DL5590/OP DL5590/Y/20200729 08:13/LGA-DL UAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200730 07:00/DL5590/OP DL5590/Y/20200730 08:13/LGA-DL UAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200731 07:00/DL5590/OP DL5590/Y/20200731 08:13/LGA-DL UAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200801 08:00/DL5906/OP DL5906/Y/20200801 09:24/LGA-DL UAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200801 10:59/DL5931/OP DL5931/Y/20200801 12:20/LGA-DL UAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200801 13:40/DL5929/OP DL5929/Y/20200801 15:11/LGA-DL UAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200802 07:59/DL5906/OP DL5906/Y/20200802 09:25/LGA-DL UAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200802 10:59/DL5931/OP DL5931/Y/20200802 12:23/LGA-DL UAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200802 13:40/DL5929/OP DL5929/Y/20200802 15:12/LGA-DL UAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200802 15:35/DL5969/OP DL5969/Y/20200802 16:59/LGA-DL UAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200802 17:00/DL5953/OP DL5953/Y/20200802 18:27/LGA-DL UAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200802 18:00/DL5958/OP DL5958/Y/20200802 19:25/LGA-DL UAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200802 20:00/DL5884/OP DL5884/Y/20200802 21:26/LGA-DL UAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
DCA/20200801 15:00/DL5969/OP DL5969/Y/20200801 16:31/LGA-DL UAVQA0BQ EOU PUBLIC,92.50 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31,standard legroom,no,TWO(0),standard,standard,
IAD/20200729 11:15/UA0484/OP UA0484/Y/20200729 12:31/ORD~ORD/20200729 14:10/UA0578/OP UA0578/Y/20200729 17:27/LGA-UA KAA2AFBN EOU PUBLIC,97.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),better~standard,standard~standard,
IAD/20200730 11:15/UA0484/OP UA0484/Y/20200730 12:31/ORD~ORD/20200730 14:10/UA0578/OP UA0578/Y/20200730 17:27/LGA-UA KAA2AFBN EOU PUBLIC,97.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),better~standard,standard~standard,
IAD/20200731 11:15/UA0484/OP UA0484/Y/20200731 12:31/ORD~ORD/20200731 14:10/UA0578/OP UA0578/Y/20200731 17:27/LGA-UA KAA2AFBN EOU PUBLIC,97.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),better~standard,standard~standard,
IAD/20200801 11:15/UA0484/OP UA0484/Y/20200801 12:31/ORD~ORD/20200801 14:10/UA0578/OP UA0578/Y/20200801 17:27/LGA-UA KAA2AFBN EOU PUBLIC,97.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),better~standard,standard~standard,
IAD/20200729 15:20/UA3637/OP UA3637/Y/20200729 16:31/ORD~ORD/20200729 17:50/UA0579/OP UA0579/Y/20200729 20:56/LGA-UA KAA2AFBN EOU PUBLIC,97.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~standard,
IAD/20200730 15:20/UA3637/OP UA3637/Y/20200730 16:31/ORD~ORD/20200730 17:50/UA0579/OP UA0579/Y/20200730 20:56/LGA-UA KAA2AFBN EOU PUBLIC,97.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~standard,
IAD/20200802 15:20/UA3637/OP UA3637/Y/20200802 16:31/ORD~ORD/20200802 17:50/UA0579/OP UA0579/Y/20200802 20:56/LGA-UA KAA2AFBN EOU PUBLIC,97.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~standard,
IAD/20200729 07:15/UA2483/OP UA2483/Y/20200729 08:10/ORD~ORD/20200729 09:25/UA0444/OP UA0444/Y/20200729 12:34/LGA-UA KAA2AFBN EOU PUBLIC,97.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),standard~better,standard~standard,
IAD/20200730 07:15/UA2483/OP UA2483/Y/20200730 08:10/ORD~ORD/20200730 09:25/UA0444/OP UA0444/Y/20200730 12:34/LGA-UA KAA2AFBN EOU PUBLIC,97.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),standard~better,standard~standard,
IAD/20200731 07:15/UA2483/OP UA2483/Y/20200731 08:10/ORD~ORD/20200731 09:25/UA0444/OP UA0444/Y/20200731 12:34/LGA-UA KAA2AFBN EOU PUBLIC,97.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),standard~better,standard~standard,
IAD/20200731 15:20/UA3637/OP UA3637/Y/20200731 16:31/ORD~ORD/20200731 17:50/UA0579/OP UA0579/Y/20200731 20:56/LGA-UA KAA2AFBN EOU PUBLIC,97.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~standard,
IAD/20200801 15:20/UA3637/OP UA3637/Y/20200801 16:31/ORD~ORD/20200801 17:50/UA0579/OP UA0579/Y/20200801 20:56/LGA-UA KAA2AFBN EOU PUBLIC,97.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~standard,
IAD/20200801 07:15/UA2483/OP UA2483/Y/20200801 08:10/ORD~ORD/20200801 09:25/UA5256/OP UA5256/Y/20200801 12:34/LGA-UA KAA2AFBN EOU PUBLIC,97.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~32,standard legroom~above average legroom,no~no,ONE(0),standard~standard,standard~standard,
IAD/20200802 07:15/UA2483/OP UA2483/Y/20200802 08:10/ORD~ORD/20200802 09:25/UA5256/OP UA5256/Y/20200802 12:34/LGA-UA KAA2AFBN EOU PUBLIC,97.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~31,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~standard,
IAD/20200802 11:15/UA3522/OP UA3522/Y/20200802 12:31/ORD~ORD/20200802 14:10/UA0578/OP UA0578/Y/20200802 17:27/LGA-UA KAA2AFBN EOU PUBLIC,97.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~standard,
IAD/20200802 11:50/DL2224/OP DL2224/Y/20200802 13:46/ATL~ATL/20200802 14:30/DL3069/OP DL3069/Y/20200802 16:52/LGA-DL UAVQA0BQ EOU PUBLIC,97.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200730 17:05/DL0746/OP DL0746/Y/20200730 18:47/ATL~ATL/20200730 19:55/DL1856/OP DL1856/Y/20200730 22:01/LGA-DL UAVQA0BQ EOU PUBLIC,97.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200731 17:05/DL0746/OP DL0746/Y/20200731 18:47/ATL~ATL/20200731 19:55/DL1856/OP DL1856/Y/20200731 22:01/LGA-DL UAVQA0BQ EOU PUBLIC,97.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200729 17:05/DL0746/OP DL0746/Y/20200729 18:47/ATL~ATL/20200729 19:55/DL1856/OP DL1856/Y/20200729 22:01/LGA-DL UAVQA0BQ EOU PUBLIC,97.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200801 05:45/DL2516/OP DL2516/Y/20200801 07:23/ATL~ATL/20200801 08:30/DL2685/OP DL2685/Y/20200801 10:51/LGA-DL UAVQA0BQ EOU PUBLIC,97.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),better~better,standard~standard,
IAD/20200801 07:45/DL2226/OP DL2226/Y/20200801 09:34/ATL~ATL/20200801 10:30/DL2547/OP DL2547/Y/20200801 12:45/LGA-DL UAVQA0BQ EOU PUBLIC,97.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200801 13:25/DL2090/OP DL2090/Y/20200801 15:29/ATL~ATL/20200801 16:30/DL1594/OP DL1594/Y/20200801 18:55/LGA-DL UAVQA0BQ EOU PUBLIC,97.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
IAD/20200801 17:55/DL2340/OP DL2340/Y/20200801 20:08/ATL~ATL/20200801 21:30/DL1562/OP DL1562/Y/20200801 23:45/LGA-DL UAVQA0BQ EOU PUBLIC,97.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~better,standard~standard,
